bpp,d1-psnr,d2-psnr,num_of_bits,num_of_points,bpip
0.0699510636322308,72.730478,75.579519,4651168.97,66460103.0,0.06998437799592336
0.09503566740089005,74.877497,78.16577300000002,6318636.805,66460103.0,0.09507413500397373
0.1202450327769587,75.89799600000005,79.43718599999997,7994149.07,66460103.0,0.12028493350363902
0.15746672973785178,76.78165300000002,80.501042,10468063.495000001,66460103.0,0.15750898693310783
0.19529061993135613,77.42042799999999,81.27725799999996,12982281.7,66460103.0,0.19533947607634614
0.26162275933117685,78.10453100000001,82.22877799999996,17391332.61,66460103.0,0.26168079531865907
0.3408407301966891,78.69816199999998,82.86343099999998,22657517.14,66460103.0,0.3409190795265545
