bpp,PSNR,bitstream_size,num_points,num_PC,avg_num_points
0.05751845228053816,66.5523,161700,22490174,32,702817.9375
0.07134884772345469,68.33660312499998,200581,22490174,32,702817.9375
0.09179688872127001,69.71691562500001,258066,22490174,32,702817.9375
0.12902452422111096,70.90575312499999,362723,22490174,32,702817.9375
0.2127958636513884,71.58075312500002,598227,22490174,32,702817.9375
0.31525554226481306,72.41410312500001,886269,22490174,32,702817.9375
0.5519633596431935,73.48166249999998,1551719,22490174,32,702817.9375
