bpp,PSNR,bitstream_size,num_points,num_PC,avg_num_points
0.049201972691592606,66.53853749999999,131200,21332478,32,666639.9375
0.060525551696338324,68.244759375,161395,21332478,32,666639.9375
0.07710271633703314,69.485478125,205599,21332478,32,666639.9375
0.11117470741092526,70.61521874999998,296454,21332478,32,666639.9375
0.1893075900511886,71.107265625,504800,21332478,32,666639.9375
0.2948923233390889,71.896765625,786348,21332478,32,666639.9375
0.5477454611695838,73.00304062499998,1460596,21332478,32,666639.9375
