bpp,d1-psnr,d2-psnr,num_of_bits,num_of_points,bpip
0.06651839543392307,72.488496875,75.20987812500002,1669487.028,25089545.0,0.06654114405024085
0.09178010740026966,74.602234375,77.73623124999999,2303324.282,25089545.0,0.09180414718561059
0.11799283240555639,75.74450000000002,79.18908437500001,2961181.92,25089545.0,0.11802453651511018
0.15503492808975855,76.59933437499998,80.30590312499999,3890651.942,25089545.0,0.1550706456414415
0.19425617198188797,77.200871875,80.83771562499999,4874872.958000001,25089545.0,0.1942989782397409
0.2610512333464128,77.947278125,81.98935,6551062.042,25089545.0,0.26110724774004473
0.339607817711229,78.57158125000001,82.52550000000001,8522720.414,25089545.0,0.3396921073698228
